Order ID,Date,Product ID,Product Name,Product Category,Quantity,PPU,Amount,Customer ID,Region,City,Peak Hours
T000680,01-05-2025,PROD-010,Webcam 1080p HD,Electronics,38,"2,00,000","76,00,000",Customer-058,Asia,Kolkata,06:00 PM – 09:00 PM
T001951,24-12-2025,PROD-001,Ergonomic Mesh Chair,Furniture,43,"4,50,000","1,93,50,000",Customer-035,Asia,Chennai,12:00 PM – 03:00 PM
T001839,03-12-2025,PROD-009,Adjustable Monitor Arm,Furniture,39,"1,80,000","70,20,000",Customer-028,Asia,Kolkata,12:00 PM – 03:00 PM
T000412,17-03-2025,PROD-004,Standing Desk Converter,Furniture,45,"5,00,000","2,25,00,000",Customer-105,Asia,Bengaluru,12:00 PM – 03:00 PM
T001325,11-09-2025,PROD-001,Ergonomic Mesh Chair,Furniture,35,"4,50,000","1,57,50,000",Customer-061,Asia,Kolkata,12:00 PM – 03:00 PM
T000783,21-05-2025,PROD-003,27-inch 4K Monitor,Electronics,410,"12,00,000","49,20,00,000",Customer-023,Asia,Hyderabad,06:00 PM – 09:00 PM
T001346,15-09-2025,PROD-004,Standing Desk Converter,Furniture,470,"5,00,000","23,50,00,000",Customer-100,Asia,Chennai,12:00 PM – 03:00 PM
T000875,13-06-2025,PROD-004,Standing Desk Converter,Furniture,370,"5,00,000","18,50,00,000",Customer-019,Asia,Dubai,12:00 PM – 03:00 PM
T001653,04-11-2025,PROD-007,USB-C Docking Station,Electronics,8,"2,50,000","20,00,000",Customer-088,North America,New York,06:00 PM – 09:00 PM
T001279,05-09-2025,PROD-009,Adjustable Monitor Arm,Furniture,39,"1,80,000","70,20,000",Customer-097,Europe,London,12:00 PM – 03:00 PM
T000786,21-05-2025,PROD-003,27-inch 4K Monitor,Electronics,17,"12,00,000","2,04,00,000",Customer-028,Asia,Pune,06:00 PM – 09:00 PM
T001819,01-12-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,24,"25,000","6,00,000",Customer-016,Asia,Bengaluru,09:00 AM – 11:00 AM
T001199,19-08-2025,PROD-003,27-inch 4K Monitor,Electronics,430,"12,00,000","51,60,00,000",Customer-116,Asia,Delhi,06:00 PM – 09:00 PM
T000808,28-05-2025,PROD-003,27-inch 4K Monitor,Electronics,25,"12,00,000","3,00,00,000",Customer-114,Asia,Pune,06:00 PM – 09:00 PM
T000713,12-05-2025,PROD-007,USB-C Docking Station,Electronics,28,"2,50,000","70,00,000",Customer-068,Asia,Tokyo,06:00 PM – 09:00 PM
T001991,31-12-2025,PROD-007,USB-C Docking Station,Electronics,45,"2,50,000","1,12,50,000",Customer-130,Asia,Pune,06:00 PM – 09:00 PM
T001660,04-11-2025,PROD-004,Standing Desk Converter,Furniture,9,"5,00,000","45,00,000",Customer-112,Asia,Pune,12:00 PM – 03:00 PM
T001191,15-08-2025,PROD-003,27-inch 4K Monitor,Electronics,41,"12,00,000","4,92,00,000",Customer-144,Europe,London,06:00 PM – 09:00 PM
T001226,25-08-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,20,"1,20,000","24,00,000",Customer-002,Asia,Pune,09:00 AM – 11:00 AM
T000603,21-04-2025,PROD-003,27-inch 4K Monitor,Electronics,29,"12,00,000","3,48,00,000",Customer-137,Asia,Kolkata,06:00 PM – 09:00 PM
T000271,26-02-2025,PROD-003,27-inch 4K Monitor,Electronics,50,"12,00,000","6,00,00,000",Customer-039,Europe,London,06:00 PM – 09:00 PM
T001385,22-09-2025,PROD-005,Noise-Cancelling Headphones,Electronics,23,"9,50,000","2,18,50,000",Customer-060,Asia,Mumbai,06:00 PM – 09:00 PM
T000232,10-02-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,290,"3,50,000","10,15,00,000",Customer-114,North America,New York,06:00 PM – 09:00 PM
T000050,07-01-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,210,"1,20,000","2,52,00,000",Customer-085,Asia,Delhi,09:00 AM – 11:00 AM
T000463,28-03-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,28,"1,20,000","33,60,000",Customer-025,Asia,Tokyo,09:00 AM – 11:00 AM
T001106,25-07-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,36,"1,20,000","43,20,000",Customer-109,Asia,Kolkata,09:00 AM – 11:00 AM
T000856,09-06-2025,PROD-003,27-inch 4K Monitor,Electronics,490,"12,00,000","58,80,00,000",Customer-141,Europe,London,06:00 PM – 09:00 PM
T000694,05-05-2025,PROD-003,27-inch 4K Monitor,Electronics,500,"12,00,000","60,00,00,000",Customer-102,Asia,Hyderabad,06:00 PM – 09:00 PM
T001552,17-10-2025,PROD-001,Ergonomic Mesh Chair,Furniture,36,"4,50,000","1,62,00,000",Customer-012,Asia,Kolkata,12:00 PM – 03:00 PM
T001873,09-12-2025,PROD-005,Noise-Cancelling Headphones,Electronics,29,"9,50,000","2,75,50,000",Customer-012,Asia,Delhi,06:00 PM – 09:00 PM
T000527,08-04-2025,PROD-007,USB-C Docking Station,Electronics,22,"2,50,000","55,00,000",Customer-020,Asia,Delhi,06:00 PM – 09:00 PM
T000174,28-01-2025,PROD-009,Adjustable Monitor Arm,Furniture,11,"1,80,000","19,80,000",Customer-105,Asia,Hyderabad,12:00 PM – 03:00 PM
T000721,12-05-2025,PROD-009,Adjustable Monitor Arm,Furniture,490,"1,80,000","8,82,00,000",Customer-077,Europe,London,12:00 PM – 03:00 PM
T000415,24-03-2025,PROD-003,27-inch 4K Monitor,Electronics,45,"12,00,000","5,40,00,000",Customer-026,Asia,Bengaluru,06:00 PM – 09:00 PM
T000238,11-02-2025,PROD-005,Noise-Cancelling Headphones,Electronics,480,"9,50,000","45,60,00,000",Customer-041,Asia,Bengaluru,06:00 PM – 09:00 PM
T001473,01-10-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,14,"3,50,000","49,00,000",Customer-117,Asia,Dubai,06:00 PM – 09:00 PM
T001336,12-09-2025,PROD-005,Noise-Cancelling Headphones,Electronics,220,"9,50,000","20,90,00,000",Customer-016,Asia,Singapore,06:00 PM – 09:00 PM
T001064,17-07-2025,PROD-010,Webcam 1080p HD,Electronics,32,"2,00,000","64,00,000",Customer-057,Asia,Hyderabad,06:00 PM – 09:00 PM
T000024,03-01-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,36,"1,20,000","43,20,000",Customer-022,Asia,Dubai,09:00 AM – 11:00 AM
T001767,21-11-2025,PROD-004,Standing Desk Converter,Furniture,17,"5,00,000","85,00,000",Customer-053,Asia,Bengaluru,12:00 PM – 03:00 PM
T000064,08-01-2025,PROD-007,USB-C Docking Station,Electronics,380,"2,50,000","9,50,00,000",Customer-107,Asia,Pune,06:00 PM – 09:00 PM
T000290,27-02-2025,PROD-004,Standing Desk Converter,Furniture,18,"5,00,000","90,00,000",Customer-077,Europe,London,12:00 PM – 03:00 PM
T000189,05-02-2025,PROD-004,Standing Desk Converter,Furniture,7,"5,00,000","35,00,000",Customer-052,Asia,Hyderabad,12:00 PM – 03:00 PM
T000702,05-05-2025,PROD-007,USB-C Docking Station,Electronics,21,"2,50,000","52,50,000",Customer-055,Asia,Mumbai,06:00 PM – 09:00 PM
T001815,01-12-2025,PROD-010,Webcam 1080p HD,Electronics,17,"2,00,000","34,00,000",Customer-070,Asia,Hyderabad,06:00 PM – 09:00 PM
T001138,06-08-2025,PROD-007,USB-C Docking Station,Electronics,28,"2,50,000","70,00,000",Customer-095,Asia,Singapore,06:00 PM – 09:00 PM
T000355,10-03-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,370,"3,50,000","12,95,00,000",Customer-096,Asia,Bengaluru,06:00 PM – 09:00 PM
T000417,24-03-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,50,"1,20,000","60,00,000",Customer-021,Asia,Dubai,09:00 AM – 11:00 AM
T001246,26-08-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,24,"3,50,000","84,00,000",Customer-102,North America,New York,06:00 PM – 09:00 PM
T000931,25-06-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,17,"25,000","4,25,000",Customer-116,Asia,Dubai,09:00 AM – 11:00 AM
T000197,05-02-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,11,"1,20,000","13,20,000",Customer-145,Europe,London,09:00 AM – 11:00 AM
T000580,17-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,39,"1,20,000","46,80,000",Customer-087,Asia,Chennai,09:00 AM – 11:00 AM
T001135,05-08-2025,PROD-007,USB-C Docking Station,Electronics,25,"2,50,000","62,50,000",Customer-047,Asia,Singapore,06:00 PM – 09:00 PM
T001814,01-12-2025,PROD-003,27-inch 4K Monitor,Electronics,190,"12,00,000","22,80,00,000",Customer-023,Asia,Dubai,06:00 PM – 09:00 PM
T001935,23-12-2025,PROD-001,Ergonomic Mesh Chair,Furniture,7,"4,50,000","31,50,000",Customer-095,Asia,Hyderabad,12:00 PM – 03:00 PM
T000434,25-03-2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,"4,50,000","45,00,000",Customer-052,North America,New York,12:00 PM – 03:00 PM
T000101,15-01-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,44,"3,50,000","1,54,00,000",Customer-076,Asia,Delhi,06:00 PM – 09:00 PM
T001655,04-11-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,100,"25,000","25,00,000",Customer-029,Asia,Delhi,09:00 AM – 11:00 AM
T000395,13-03-2025,PROD-010,Webcam 1080p HD,Electronics,16,"2,00,000","32,00,000",Customer-022,Asia,Dubai,06:00 PM – 09:00 PM
T001939,23-12-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,42,"3,50,000","1,47,00,000",Customer-147,Asia,Tokyo,06:00 PM – 09:00 PM
T000221,10-02-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,20,"1,20,000","24,00,000",Customer-051,Asia,Pune,09:00 AM – 11:00 AM
T001676,06-11-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,"25,000","2,50,000",Customer-134,Asia,Bengaluru,09:00 AM – 11:00 AM
T001498,08-10-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,25,"25,000","6,25,000",Customer-045,Asia,Kolkata,09:00 AM – 11:00 AM
T001785,25-11-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,37,"25,000","9,25,000",Customer-121,Europe,London,09:00 AM – 11:00 AM
T000345,06-03-2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,"4,50,000","27,00,000",Customer-081,Asia,Bengaluru,12:00 PM – 03:00 PM
T001028,11-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,460,"4,50,000","20,70,00,000",Customer-076,Asia,Chennai,12:00 PM – 03:00 PM
T000889,16-06-2025,PROD-007,USB-C Docking Station,Electronics,27,"2,50,000","67,50,000",Customer-104,Asia,Bengaluru,06:00 PM – 09:00 PM
T001351,15-09-2025,PROD-010,Webcam 1080p HD,Electronics,8,"2,00,000","16,00,000",Customer-001,Asia,Delhi,06:00 PM – 09:00 PM
T000553,11-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,19,"9,50,000","1,80,50,000",Customer-063,Asia,Mumbai,06:00 PM – 09:00 PM
T000744,15-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,39,"9,50,000","3,70,50,000",Customer-016,Asia,Kolkata,06:00 PM – 09:00 PM
T001542,15-10-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,15,"25,000","3,75,000",Customer-031,Asia,Mumbai,09:00 AM – 11:00 AM
T000539,09-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,000","1,50,000",Customer-060,Asia,Hyderabad,09:00 AM – 11:00 AM
T000907,17-06-2025,PROD-004,Standing Desk Converter,Furniture,22,"5,00,000","1,10,00,000",Customer-141,Asia,Delhi,12:00 PM – 03:00 PM
T001395,22-09-2025,PROD-010,Webcam 1080p HD,Electronics,41,"2,00,000","82,00,000",Customer-058,Asia,Singapore,06:00 PM – 09:00 PM
T000116,17-01-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,47,"3,50,000","1,64,50,000",Customer-005,Asia,Kolkata,06:00 PM – 09:00 PM
T000830,04-06-2025,PROD-009,Adjustable Monitor Arm,Furniture,9,"1,80,000","16,20,000",Customer-115,Asia,Hyderabad,12:00 PM – 03:00 PM
T001938,23-12-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,26,"3,50,000","91,00,000",Customer-135,Europe,London,06:00 PM – 09:00 PM
T000809,28-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,23,"25,000","5,75,000",Customer-093,Asia,Bengaluru,09:00 AM – 11:00 AM
T001311,10-09-2025,PROD-009,Adjustable Monitor Arm,Furniture,40,"1,80,000","72,00,000",Customer-016,Asia,Singapore,12:00 PM – 03:00 PM
T001005,09-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,48,"3,50,000","1,68,00,000",Customer-137,North America,New York,06:00 PM – 09:00 PM
T000306,28-02-2025,PROD-005,Noise-Cancelling Headphones,Electronics,16,"9,50,000","1,52,00,000",Customer-056,Asia,Bengaluru,06:00 PM – 09:00 PM
T001101,25-07-2025,PROD-004,Standing Desk Converter,Furniture,14,"5,00,000","70,00,000",Customer-058,Asia,Pune,12:00 PM – 03:00 PM
T000480,01-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,47,"3,50,000","1,64,50,000",Customer-122,Asia,Singapore,06:00 PM – 09:00 PM
T001424,24-09-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,210,"3,50,000","7,35,00,000",Customer-047,Asia,Delhi,06:00 PM – 09:00 PM
T001076,23-07-2025,PROD-004,Standing Desk Converter,Furniture,8,"5,00,000","40,00,000",Customer-001,Asia,Chennai,12:00 PM – 03:00 PM
T000571,16-04-2025,PROD-007,USB-C Docking Station,Electronics,49,"2,50,000","1,22,50,000",Customer-146,Asia,Pune,06:00 PM – 09:00 PM
T000619,22-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,48,"4,50,000","2,16,00,000",Customer-042,Asia,Kolkata,12:00 PM – 03:00 PM
T001898,16-12-2025,PROD-005,Noise-Cancelling Headphones,Electronics,10,"9,50,000","95,00,000",Customer-086,North America,New York,06:00 PM – 09:00 PM
T001266,29-08-2025,PROD-004,Standing Desk Converter,Furniture,8,"5,00,000","40,00,000",Customer-130,Asia,Mumbai,12:00 PM – 03:00 PM
T000079,10-01-2025,PROD-003,27-inch 4K Monitor,Electronics,5,"12,00,000","60,00,000",Customer-143,Europe,London,06:00 PM – 09:00 PM
T001912,19-12-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,31,"1,20,000","37,20,000",Customer-114,Asia,Dubai,09:00 AM – 11:00 AM
T000033,06-01-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,16,"3,50,000","56,00,000",Customer-105,Asia,Dubai,06:00 PM – 09:00 PM
T001538,14-10-2025,PROD-003,27-inch 4K Monitor,Electronics,39,"12,00,000","4,68,00,000",Customer-039,Asia,Bengaluru,06:00 PM – 09:00 PM
T001034,11-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,34,"9,50,000","3,23,00,000",Customer-099,Asia,Singapore,06:00 PM – 09:00 PM
T001563,20-10-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,21,"3,50,000","73,50,000",Customer-067,Asia,Tokyo,06:00 PM – 09:00 PM
T000352,10-03-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,49,"25,000","12,25,000",Customer-082,Asia,Hyderabad,09:00 AM – 11:00 AM
T000164,28-01-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,26,"25,000","6,50,000",Customer-101,Asia,Hyderabad,09:00 AM – 11:00 AM
T000204,06-02-2025,PROD-003,27-inch 4K Monitor,Electronics,32,"12,00,000","3,84,00,000",Customer-075,Asia,Tokyo,06:00 PM – 09:00 PM
T001054,16-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,100,"9,50,000","9,50,00,000",Customer-054,Asia,Mumbai,06:00 PM – 09:00 PM
T001365,18-09-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,26,"3,50,000","91,00,000",Customer-144,North America,New York,06:00 PM – 09:00 PM
T001967,25-12-2025,PROD-003,27-inch 4K Monitor,Electronics,18,"12,00,000","2,16,00,000",Customer-006,Asia,Hyderabad,06:00 PM – 09:00 PM
T000496,03-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,15,"3,50,000","52,50,000",Customer-061,Asia,Mumbai,06:00 PM – 09:00 PM
T001625,30-10-2025,PROD-004,Standing Desk Converter,Furniture,11,"5,00,000","55,00,000",Customer-095,Asia,Pune,12:00 PM – 03:00 PM
T001966,25-12-2025,PROD-005,Noise-Cancelling Headphones,Electronics,11,"9,50,000","1,04,50,000",Customer-039,Asia,Bengaluru,06:00 PM – 09:00 PM
T001963,25-12-2025,PROD-010,Webcam 1080p HD,Electronics,21,"2,00,000","42,00,000",Customer-036,Europe,London,06:00 PM – 09:00 PM
T000611,22-04-2025,PROD-004,Standing Desk Converter,Furniture,27,"5,00,000","1,35,00,000",Customer-132,Asia,Delhi,12:00 PM – 03:00 PM
T000433,25-03-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,"25,000","1,25,000",Customer-109,North America,New York,09:00 AM – 11:00 AM
T001492,07-10-2025,PROD-009,Adjustable Monitor Arm,Furniture,50,"1,80,000","90,00,000",Customer-007,North America,New York,12:00 PM – 03:00 PM
T000219,06-02-2025,PROD-004,Standing Desk Converter,Furniture,38,"5,00,000","1,90,00,000",Customer-027,Asia,Singapore,12:00 PM – 03:00 PM
T001931,22-12-2025,PROD-001,Ergonomic Mesh Chair,Furniture,18,"4,50,000","81,00,000",Customer-097,Asia,Kolkata,12:00 PM – 03:00 PM
T001466,30-09-2025,PROD-005,Noise-Cancelling Headphones,Electronics,140,"9,50,000","13,30,00,000",Customer-047,Europe,London,06:00 PM – 09:00 PM
T000631,23-04-2025,PROD-007,USB-C Docking Station,Electronics,16,"2,50,000","40,00,000",Customer-118,Asia,Delhi,06:00 PM – 09:00 PM
T001382,19-09-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,27,"1,20,000","32,40,000",Customer-139,Asia,Bengaluru,09:00 AM – 11:00 AM
T001302,09-09-2025,PROD-004,Standing Desk Converter,Furniture,300,"5,00,000","15,00,00,000",Customer-131,Asia,Delhi,12:00 PM – 03:00 PM
T000060,08-01-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,39,"3,50,000","1,36,50,000",Customer-118,North America,New York,06:00 PM – 09:00 PM
T000299,28-02-2025,PROD-001,Ergonomic Mesh Chair,Furniture,12,"4,50,000","54,00,000",Customer-001,Asia,Chennai,12:00 PM – 03:00 PM
T001711,13-11-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,39,"3,50,000","1,36,50,000",Customer-101,Asia,Dubai,06:00 PM – 09:00 PM
T000074,09-01-2025,PROD-010,Webcam 1080p HD,Electronics,6,"2,00,000","12,00,000",Customer-125,Asia,Kolkata,06:00 PM – 09:00 PM
T000163,28-01-2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"9,50,000","76,00,000",Customer-073,Asia,Singapore,06:00 PM – 09:00 PM
T001275,04-09-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,18,"1,20,000","21,60,000",Customer-102,North America,New York,09:00 AM – 11:00 AM
T001594,22-10-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"3,50,000","17,50,000",Customer-128,Asia,Chennai,06:00 PM – 09:00 PM
T001434,26-09-2025,PROD-007,USB-C Docking Station,Electronics,27,"2,50,000","67,50,000",Customer-096,Europe,London,06:00 PM – 09:00 PM
T001613,29-10-2025,PROD-009,Adjustable Monitor Arm,Furniture,14,"1,80,000","25,20,000",Customer-042,Asia,Dubai,12:00 PM – 03:00 PM
T000592,21-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,29,"1,80,000","52,20,000",Customer-128,Asia,Dubai,12:00 PM – 03:00 PM
T000317,04-03-2025,PROD-005,Noise-Cancelling Headphones,Electronics,160,"9,50,000","15,20,00,000",Customer-131,Europe,London,06:00 PM – 09:00 PM
T000046,07-01-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,49,"1,20,000","58,80,000",Customer-138,North America,New York,09:00 AM – 11:00 AM
T001720,13-11-2025,PROD-003,27-inch 4K Monitor,Electronics,50,"12,00,000","6,00,00,000",Customer-090,North America,New York,06:00 PM – 09:00 PM
T001832,03-12-2025,PROD-007,USB-C Docking Station,Electronics,19,"2,50,000","47,50,000",Customer-031,Asia,Pune,06:00 PM – 09:00 PM
T000428,25-03-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,160,"25,000","40,00,000",Customer-031,North America,New York,09:00 AM – 11:00 AM
T000582,17-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"9,50,000","76,00,000",Customer-033,Asia,Chennai,06:00 PM – 09:00 PM
T000077,09-01-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,280,"1,20,000","3,36,00,000",Customer-148,Asia,Hyderabad,09:00 AM – 11:00 AM
T001917,19-12-2025,PROD-007,USB-C Docking Station,Electronics,26,"2,50,000","65,00,000",Customer-032,Asia,Delhi,06:00 PM – 09:00 PM
T001415,24-09-2025,PROD-009,Adjustable Monitor Arm,Furniture,45,"1,80,000","81,00,000",Customer-054,Asia,Bengaluru,12:00 PM – 03:00 PM
T000781,21-05-2025,PROD-003,27-inch 4K Monitor,Electronics,380,"12,00,000","45,60,00,000",Customer-038,Asia,Dubai,06:00 PM – 09:00 PM
T001920,22-12-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,110,"25,000","27,50,000",Customer-149,Europe,London,09:00 AM – 11:00 AM
T001174,13-08-2025,PROD-001,Ergonomic Mesh Chair,Furniture,45,"4,50,000","2,02,50,000",Customer-131,North America,New York,12:00 PM – 03:00 PM
T001320,11-09-2025,PROD-001,Ergonomic Mesh Chair,Furniture,38,"4,50,000","1,71,00,000",Customer-005,Asia,Tokyo,12:00 PM – 03:00 PM
T000938,25-06-2025,PROD-009,Adjustable Monitor Arm,Furniture,26,"1,80,000","46,80,000",Customer-057,Asia,Hyderabad,12:00 PM – 03:00 PM
T000031,06-01-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,26,"25,000","6,50,000",Customer-069,Asia,Kolkata,09:00 AM – 11:00 AM
T001092,25-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,46,"4,50,000","2,07,00,000",Customer-088,Europe,London,12:00 PM – 03:00 PM
T001616,29-10-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,48,"25,000","12,00,000",Customer-021,Asia,Chennai,09:00 AM – 11:00 AM
T001230,25-08-2025,PROD-004,Standing Desk Converter,Furniture,490,"5,00,000","24,50,00,000",Customer-038,Asia,Mumbai,12:00 PM – 03:00 PM
T000975,02-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,26,"1,80,000","46,80,000",Customer-049,Asia,Bengaluru,12:00 PM – 03:00 PM
T001085,24-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,49,"3,50,000","1,71,50,000",Customer-013,Asia,Delhi,06:00 PM – 09:00 PM
T000515,07-04-2025,PROD-004,Standing Desk Converter,Furniture,100,"5,00,000","5,00,00,000",Customer-147,Asia,Singapore,12:00 PM – 03:00 PM
T001551,17-10-2025,PROD-005,Noise-Cancelling Headphones,Electronics,18,"9,50,000","1,71,00,000",Customer-097,Asia,Kolkata,06:00 PM – 09:00 PM
T001568,20-10-2025,PROD-001,Ergonomic Mesh Chair,Furniture,29,"4,50,000","1,30,50,000",Customer-031,Europe,London,12:00 PM – 03:00 PM
T001811,01-12-2025,PROD-005,Noise-Cancelling Headphones,Electronics,80,"9,50,000","7,60,00,000",Customer-066,Asia,Bengaluru,06:00 PM – 09:00 PM
T001574,21-10-2025,PROD-005,Noise-Cancelling Headphones,Electronics,26,"9,50,000","2,47,00,000",Customer-044,Asia,Bengaluru,06:00 PM – 09:00 PM
T000045,07-01-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,40,"3,50,000","1,40,00,000",Customer-114,North America,New York,06:00 PM – 09:00 PM
T001687,07-11-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,50,"25,000","12,50,000",Customer-140,Asia,Singapore,09:00 AM – 11:00 AM
T000169,28-01-2025,PROD-005,Noise-Cancelling Headphones,Electronics,36,"9,50,000","3,42,00,000",Customer-010,Asia,Mumbai,06:00 PM – 09:00 PM
T000304,28-02-2025,PROD-010,Webcam 1080p HD,Electronics,50,"2,00,000","1,00,00,000",Customer-053,North America,New York,06:00 PM – 09:00 PM
T000991,04-07-2025,PROD-007,USB-C Docking Station,Electronics,34,"2,50,000","85,00,000",Customer-096,Asia,Hyderabad,06:00 PM – 09:00 PM
T000556,15-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,43,"25,000","10,75,000",Customer-012,North America,New York,09:00 AM – 11:00 AM
T001925,22-12-2025,PROD-010,Webcam 1080p HD,Electronics,43,"2,00,000","86,00,000",Customer-056,North America,New York,06:00 PM – 09:00 PM
T000608,22-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,25,"3,50,000","87,50,000",Customer-141,Asia,Singapore,06:00 PM – 09:00 PM
T001619,30-10-2025,PROD-001,Ergonomic Mesh Chair,Furniture,350,"4,50,000","15,75,00,000",Customer-048,Asia,Mumbai,12:00 PM – 03:00 PM
T000758,16-05-2025,PROD-007,USB-C Docking Station,Electronics,490,"2,50,000","12,25,00,000",Customer-097,North America,New York,06:00 PM – 09:00 PM
T000439,26-03-2025,PROD-004,Standing Desk Converter,Furniture,14,"5,00,000","70,00,000",Customer-063,Asia,Bengaluru,12:00 PM – 03:00 PM
T000583,17-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,310,"9,50,000","29,45,00,000",Customer-030,Asia,Kolkata,06:00 PM – 09:00 PM
T001519,10-10-2025,PROD-001,Ergonomic Mesh Chair,Furniture,47,"4,50,000","2,11,50,000",Customer-004,Asia,Delhi,12:00 PM – 03:00 PM
T000528,08-04-2025,PROD-004,Standing Desk Converter,Furniture,7,"5,00,000","35,00,000",Customer-031,Asia,Singapore,12:00 PM – 03:00 PM
T000343,06-03-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,27,"1,20,000","32,40,000",Customer-069,Asia,Bengaluru,09:00 AM – 11:00 AM
T001737,18-11-2025,PROD-009,Adjustable Monitor Arm,Furniture,28,"1,80,000","50,40,000",Customer-077,Asia,Tokyo,12:00 PM – 03:00 PM
T000368,11-03-2025,PROD-001,Ergonomic Mesh Chair,Furniture,34,"4,50,000","1,53,00,000",Customer-043,Asia,Bengaluru,12:00 PM – 03:00 PM
T000186,30-01-2025,PROD-010,Webcam 1080p HD,Electronics,13,"2,00,000","26,00,000",Customer-046,Europe,London,06:00 PM – 09:00 PM
T001117,28-07-2025,PROD-005,Noise-Cancelling Headphones,Electronics,130,"9,50,000","12,35,00,000",Customer-007,Asia,Hyderabad,06:00 PM – 09:00 PM
T001755,21-11-2025,PROD-003,27-inch 4K Monitor,Electronics,190,"12,00,000","22,80,00,000",Customer-136,Asia,Hyderabad,06:00 PM – 09:00 PM
T001426,25-09-2025,PROD-003,27-inch 4K Monitor,Electronics,33,"12,00,000","3,96,00,000",Customer-027,Asia,Kolkata,06:00 PM – 09:00 PM
T000301,28-02-2025,PROD-007,USB-C Docking Station,Electronics,34,"2,50,000","85,00,000",Customer-009,Asia,Singapore,06:00 PM – 09:00 PM
